projectName,methodOfClass,methodName,,size,lcom1,lcom2,lcom4,coh,cc,dr,noav,wma,decor_label,dense_label,code
davmail-4.5.1,davmail.ui.tray.FrameGatewayTray,buildMenu,,55,232,211,10,0.0988,0.0353,1,14,1,0,1,"protected void buildMenu() {
        // create a popup menu
        JMenu menu = new JMenu(BundleMessage.format(""UI_DAVMAIL_GATEWAY""));
        JMenuBar menuBar = new JMenuBar();
        menuBar.add(menu);
        mainFrame.setJMenuBar(menuBar);

        // create an action settingsListener to listen for settings action executed on the tray icon
        ActionListener aboutListener = new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                about();
            }
        };
        // create menu item for the default action
        JMenuItem aboutItem = new JMenuItem(BundleMessage.format(""UI_ABOUT""));
        aboutItem.addActionListener(aboutListener);
        menu.add(aboutItem);


        // create an action settingsListener to listen for settings action executed on the tray icon
        ActionListener settingsListener = new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                preferences();
            }
        };
        // create menu item for the default action
        JMenuItem defaultItem = new JMenuItem(BundleMessage.format(""UI_SETTINGS""));
        defaultItem.addActionListener(settingsListener);
        menu.add(defaultItem);

        JMenuItem logItem = new JMenuItem(BundleMessage.format(""UI_SHOW_LOGS""));
        logItem.addActionListener(new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                showLogs();
            }
        });
        menu.add(logItem);

        // create an action exitListener to listen for exit action executed on the tray icon
        ActionListener exitListener = new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                try {
                    DavGateway.stop();
                } catch (Exception exc) {
                    DavGatewayTray.error(exc);
                }
                // make sure we do exit
                System.exit(0);
            }
        };
        // create menu item for the exit action
        JMenuItem exitItem = new JMenuItem(BundleMessage.format(""UI_EXIT""));
        exitItem.addActionListener(exitListener);
        menu.add(exitItem);
    }"
davmail-4.5.1,davmail.ui.tray.FrameGatewayTray,createAndShowGUI,,64,878,721,8,0.0572,0.0652,1,11,4,1,1,"protected void createAndShowGUI() {
        System.setProperty(""swing.defaultlaf"", UIManager.getSystemLookAndFeelClassName());

        image = DavGatewayTray.loadImage(""tray.png"");
        image2 = DavGatewayTray.loadImage(AwtGatewayTray.TRAY_ACTIVE_PNG);
        inactiveImage = DavGatewayTray.loadImage(AwtGatewayTray.TRAY_INACTIVE_PNG);

        mainFrame = new JFrame();
        mainFrame.setDefaultCloseOperation(WindowConstants.EXIT_ON_CLOSE);
        mainFrame.setTitle(BundleMessage.format(""UI_DAVMAIL_GATEWAY""));
        mainFrame.setIconImage(image);

        JPanel errorPanel = new JPanel();
        errorPanel.setBorder(BorderFactory.createTitledBorder(BundleMessage.format(""UI_LAST_MESSAGE"")));
        errorPanel.setLayout(new BoxLayout(errorPanel, BoxLayout.X_AXIS));
        errorArea = new JTextPane();
        errorArea.setEditable(false);
        errorArea.setBackground(mainFrame.getBackground());
        errorLabel = new JLabel();
        errorPanel.add(errorLabel);
        errorPanel.add(errorArea);

        JPanel messagePanel = new JPanel();
        messagePanel.setBorder(BorderFactory.createTitledBorder(BundleMessage.format(""UI_LAST_LOG"")));
        messagePanel.setLayout(new BoxLayout(messagePanel, BoxLayout.X_AXIS));

        messageArea = new JTextPane();
        messageArea.setText(BundleMessage.format(""LOG_STARTING_DAVMAIL""));
        messageArea.setEditable(false);
        messageArea.setBackground(mainFrame.getBackground());
        messagePanel.add(messageArea);

        JPanel mainPanel = new JPanel();
        mainPanel.setLayout(new BoxLayout(mainPanel, BoxLayout.Y_AXIS));
        mainPanel.add(errorPanel);
        mainPanel.add(messagePanel);
        mainFrame.add(mainPanel);

        aboutFrame = new AboutFrame();
        settingsFrame = new SettingsFrame();
        buildMenu();

        mainFrame.setMinimumSize(new Dimension(400, 180));
        mainFrame.pack();
        // workaround MacOSX
        if (mainFrame.getSize().width < 400 || mainFrame.getSize().height < 180) {
            mainFrame.setSize(Math.max(mainFrame.getSize().width, 400),
                    Math.max(mainFrame.getSize().height, 180));
        }
        // center frame
        mainFrame.setLocation(mainFrame.getToolkit().getScreenSize().width / 2 -
                mainFrame.getSize().width / 2,
                mainFrame.getToolkit().getScreenSize().height / 2 -
                        mainFrame.getSize().height / 2);
        mainFrame.setVisible(true);

        // display settings frame on first start
        if (Settings.isFirstStart()) {
            settingsFrame.setVisible(true);
            settingsFrame.toFront();
            settingsFrame.repaint();
            settingsFrame.requestFocus();
        }
    }"
davmail-4.5.1,davmail.ui.tray.OSXAwtGatewayTray,quit,,11,15,15,6,0.1667,0,1,0,2,0,1,"/**
     * Exit DavMail Gateway.
     *
     * @return true
     */
    @SuppressWarnings({""SameReturnValue"", ""UnusedDeclaration""})
    public boolean quit() {
        DavGateway.stop();
        // dispose frames
        settingsFrame.dispose();
        aboutFrame.dispose();
        if (logBrokerMonitor != null) {
            logBrokerMonitor.dispose();
        }
        return true;
    }"
davmail-4.5.1,davmail.ui.tray.OSXAwtGatewayTray,createAndShowGUI,,13,17,13,4,0.2698,0.1286,0.6,1,2,0,1,"@Override
    protected void createAndShowGUI() {
        System.setProperty(""apple.laf.useScreenMenuBar"", ""true"");
        super.createAndShowGUI();
        trayIcon.removeActionListener(settingsListener);
        try {
            OSXAdapter.setAboutHandler(this, AwtGatewayTray.class.getDeclaredMethod(""about"", (Class[]) null));
            OSXAdapter.setPreferencesHandler(this, AwtGatewayTray.class.getDeclaredMethod(""preferences"", (Class[]) null));
            OSXAdapter.setQuitHandler(this, OSXAwtGatewayTray.class.getDeclaredMethod(""quit"", (Class[]) null));
        } catch (Exception e) {
            DavGatewayTray.error(new BundleMessage(""LOG_ERROR_LOADING_OSXADAPTER""), e);
        }
    }"
davmail-4.5.1,davmail.ui.tray.OSXAwtGatewayTray,displayMessage,,34,435,435,30,0.0333,0,1,6,4,0,1,"@Override
    public void displayMessage(final String message, final Level level) {
        if (!GrowlUtils.isGrowlLoaded()) {
            super.displayMessage(message, level);
        } else {
            SwingUtilities.invokeLater(new Runnable() {
                public void run() {
                    if (trayIcon != null) {
                        Icon icon = null;
                        if (level.equals(Level.INFO)) {
                            icon = UIManager.getIcon(""OptionPane.informationIcon"");
                        } else if (level.equals(Level.WARN)) {
                            icon = UIManager.getIcon(""OptionPane.warningIcon"");
                        } else if (level.equals(Level.ERROR)) {
                            icon = UIManager.getIcon(""OptionPane.errorIcon"");
                        }

                        if (icon != null && message != null && message.length() > 0) {
                            try {
                                String title = BundleMessage.format(""UI_DAVMAIL_GATEWAY"");
                                Growl growl = GrowlUtils.getGrowlInstance(""DavMail"");
                                growl.addNotification(title, true);
                                growl.register();
                                growl.sendNotification(title, title, message, (RenderedImage) getImageForIcon(icon));
                            } catch (GrowlException growlException) {
                                LOGGER.error(growlException);
                            }
                        }
                        trayIcon.setToolTip(BundleMessage.format(""UI_DAVMAIL_GATEWAY"") + '\n' + message);
                    }
                }
            });
        }
    }"
davmail-4.5.1,davmail.ui.tray.DavGatewayTray,switchIcon,,8,11,7,3,0.3333,0.1429,1,0,3,0,1,"/**
     * Switch tray icon between active and standby icon.
     */
    public static void switchIcon() {
        if (davGatewayTray != null) {
            if (System.currentTimeMillis() - lastIconSwitch > ICON_SWITCH_MINIMUM_DELAY) {
                davGatewayTray.switchIcon();
                lastIconSwitch = System.currentTimeMillis();
            }
        }
    }"
davmail-4.5.1,davmail.ui.tray.DavGatewayTray,displayMessage,,6,8,6,3,0.32,0.0833,0.75,2,3,0,1,"/**
     * Log and display balloon message according to log level.
     *
     * @param message text message
     * @param level   log level
     */
    private static void displayMessage(BundleMessage message, Level level) {
        LOGGER.log(level, message.formatLog());
        if (davGatewayTray != null && !Settings.getBooleanProperty(""davmail.disableGuiNotifications"")) {
            davGatewayTray.displayMessage(message.format(), level);
        }
    }"
davmail-4.5.1,davmail.ui.tray.DavGatewayTray,displayMessage,,14,18,0,3,0.3519,0.2048,0.6,3,7,0,1,"/**
     * Log and display balloon message and exception according to log level.
     *
     * @param message text message
     * @param e       exception
     * @param level   log level
     */
    private static void displayMessage(BundleMessage message, Exception e, Level level) {
        if (e instanceof NetworkDownException) {
            LOGGER.log(level, BundleMessage.getExceptionLogMessage(message, e));
        } else {
            LOGGER.log(level, BundleMessage.getExceptionLogMessage(message, e), e);
        }
        if (davGatewayTray != null && !Settings.getBooleanProperty(""davmail.disableGuiNotifications"")
                && (!(e instanceof NetworkDownException))) {
            davGatewayTray.displayMessage(BundleMessage.getExceptionMessage(message, e), level);
        }
        if (davGatewayTray != null && e instanceof NetworkDownException) {
            davGatewayTray.inactiveIcon();
        }
    }"
davmail-4.5.1,davmail.ui.tray.DavGatewayTray,init,,39,143,55,5,0.1224,0.1703,1,3,9,0,1,"/**
     * Create tray icon and register frame listeners.
     */
    public static void init() {
        if (!Settings.getBooleanProperty(""davmail.server"")) {
            // first try to load SWT before with Java
            ClassLoader classloader = DavGatewayTray.class.getClassLoader();
            try {
                // trigger ClassNotFoundException
                classloader.loadClass(""org.eclipse.swt.SWT"");
                // SWT available, create tray
                davGatewayTray = new SwtGatewayTray();
                davGatewayTray.init();
            } catch (ClassNotFoundException e) {
                DavGatewayTray.info(new BundleMessage(""LOG_SWT_NOT_AVAILABLE""));
            }
            // try java6 tray support
            if (davGatewayTray == null) {
                try {
                    if (SystemTray.isSupported()) {
                        if (isOSX()) {
                            davGatewayTray = new OSXAwtGatewayTray();
                        } else {
                            davGatewayTray = new AwtGatewayTray();
                        }
                        davGatewayTray.init();
                    }
                } catch (NoClassDefFoundError e) {
                    DavGatewayTray.info(new BundleMessage(""LOG_SYSTEM_TRAY_NOT_AVAILABLE""));
                }
            }
            if (davGatewayTray == null) {
                if (isOSX()) {
                    // MacOS
                    davGatewayTray = new OSXFrameGatewayTray();
                } else {
                    davGatewayTray = new FrameGatewayTray();
                }
                davGatewayTray.init();
            }
        }
    }"
davmail-4.5.1,davmail.ui.tray.DavGatewayTray,loadImage,,11,29,22,3,0.2063,0.0843,1,5,2,0,1,"/**
     * Load image with current class loader.
     *
     * @param fileName image resource file name
     * @return image
     */
    public static Image loadImage(String fileName) {
        Image result = null;
        try {
            ClassLoader classloader = DavGatewayTray.class.getClassLoader();
            URL imageUrl = classloader.getResource(fileName);
            result = ImageIO.read(imageUrl);
        } catch (IOException e) {
            DavGatewayTray.warn(new BundleMessage(""LOG_UNABLE_TO_LOAD_IMAGE""), e);
        }
        return result;
    }"
davmail-4.5.1,davmail.ui.tray.OSXFrameGatewayTray,quit,,11,15,15,6,0.1667,0,1,0,2,0,1,"/**
     * Exit DavMail Gateway.
     *
     * @return true
     */
    @SuppressWarnings({""SameReturnValue"", ""UnusedDeclaration""})
    public boolean quit() {
        DavGateway.stop();
        // dispose frames
        settingsFrame.dispose();
        aboutFrame.dispose();
        if (logBrokerMonitor != null) {
            logBrokerMonitor.dispose();
        }
        return true;
    }"
davmail-4.5.1,davmail.ui.tray.SwtGatewayTray,displayMessage,,24,253,253,23,0.0435,0,1,4,2,0,1,"/**
     * Log and display balloon message according to log level.
     *
     * @param message text message
     * @param level   log level
     */
    public void displayMessage(final String message, final Level level) {
        if (trayItem != null) {
            display.asyncExec(new Runnable() {
                public void run() {
                    int messageType = 0;
                    if (level.equals(Level.INFO)) {
                        messageType = SWT.ICON_INFORMATION;
                    } else if (level.equals(Level.WARN)) {
                        messageType = SWT.ICON_WARNING;
                    } else if (level.equals(Level.ERROR)) {
                        messageType = SWT.ICON_ERROR;
                    }
                    if (messageType != 0) {
                        final ToolTip toolTip = new ToolTip(shell, SWT.BALLOON | messageType);
                        toolTip.setText(BundleMessage.format(""UI_DAVMAIL_GATEWAY""));
                        toolTip.setMessage(message);
                        trayItem.setToolTip(toolTip);
                        toolTip.setVisible(true);
                    }
                    trayItem.setToolTipText(BundleMessage.format(""UI_DAVMAIL_GATEWAY"") + '\n' + message);
                }
            });
        }
    }"
davmail-4.5.1,davmail.ui.tray.SwtGatewayTray,loadSwtImage,,14,45,35,3,0.1818,0.0679,1,5,3,0,1,"/**
     * Load image with current class loader.
     *
     * @param fileName image resource file name
     * @return image
     */
    public static Image loadSwtImage(String fileName) {
        Image result = null;
        try {
            ClassLoader classloader = DavGatewayTray.class.getClassLoader();
            URL imageUrl = classloader.getResource(fileName);
            if (imageUrl == null) {
                throw new IOException(fileName);
            }
            result = new Image(display, imageUrl.openStream());
        } catch (IOException e) {
            DavGatewayTray.warn(new BundleMessage(""LOG_UNABLE_TO_LOAD_IMAGE""), e);
        }
        return result;
    }"
davmail-4.5.1,davmail.ui.tray.AwtGatewayTray,dispose,,10,20,19,6,0.1714,0.05,0,0,2,0,1,"public void dispose() {
        SystemTray.getSystemTray().remove(trayIcon);

        // dispose frames
        settingsFrame.dispose();
        aboutFrame.dispose();
        if (logBrokerMonitor != null) {
            logBrokerMonitor.dispose();
        }
    }"
davmail-4.5.1,davmail.ui.tray.AwtGatewayTray,createAndShowGUI,,95,163,155,12,0.0684,0.0182,0.666666667,16,3,1,1,"protected void createAndShowGUI() {
        System.setProperty(""swing.defaultlaf"", UIManager.getSystemLookAndFeelClassName());

        // get the SystemTray instance
        SystemTray tray = SystemTray.getSystemTray();
        image = DavGatewayTray.loadImage(getTrayIconPath());
        image2 = DavGatewayTray.loadImage(getTrayIconActivePath());
        inactiveImage = DavGatewayTray.loadImage(getTrayIconInactivePath());

        // create a popup menu
        PopupMenu popup = new PopupMenu();

        aboutFrame = new AboutFrame();
        // create an action settingsListener to listen for settings action executed on the tray icon
        ActionListener aboutListener = new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                about();
            }
        };
        // create menu item for the default action
        MenuItem aboutItem = new MenuItem(BundleMessage.format(""UI_ABOUT""));
        aboutItem.addActionListener(aboutListener);
        popup.add(aboutItem);

        settingsFrame = new SettingsFrame();
        // create an action settingsListener to listen for settings action executed on the tray icon
        settingsListener = new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                preferences();
            }
        };
        // create menu item for the default action
        MenuItem defaultItem = new MenuItem(BundleMessage.format(""UI_SETTINGS""));
        defaultItem.addActionListener(settingsListener);
        popup.add(defaultItem);

        MenuItem logItem = new MenuItem(BundleMessage.format(""UI_SHOW_LOGS""));
        logItem.addActionListener(new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                Logger rootLogger = Logger.getRootLogger();
                LF5Appender lf5Appender = (LF5Appender) rootLogger.getAppender(""LF5Appender"");
                if (lf5Appender == null) {
                    logBrokerMonitor = new LogBrokerMonitor(LogLevel.getLog4JLevels()) {
                        @Override
                        protected void closeAfterConfirm() {
                            hide();
                        }
                    };
                    lf5Appender = new LF5Appender(logBrokerMonitor);
                    lf5Appender.setName(""LF5Appender"");
                    rootLogger.addAppender(lf5Appender);
                }
                lf5Appender.getLogBrokerMonitor().show();
            }
        });
        popup.add(logItem);

        // create an action exitListener to listen for exit action executed on the tray icon
        ActionListener exitListener = new ActionListener() {
            public void actionPerformed(ActionEvent e) {
                try {
                    DavGateway.stop();
                } catch (Exception exc) {
                    DavGatewayTray.error(exc);
                }
                // make sure we do exit
                System.exit(0);
            }
        };
        // create menu item for the exit action
        MenuItem exitItem = new MenuItem(BundleMessage.format(""UI_EXIT""));
        exitItem.addActionListener(exitListener);
        popup.add(exitItem);

        /// ... add other items
        // construct a TrayIcon
        trayIcon = new TrayIcon(image, BundleMessage.format(""UI_DAVMAIL_GATEWAY""), popup);
        // set the TrayIcon properties
        trayIcon.addActionListener(settingsListener);
        // ...
        // add the tray image
        try {
            tray.add(trayIcon);
        } catch (AWTException e) {
            DavGatewayTray.warn(new BundleMessage(""LOG_UNABLE_TO_CREATE_TRAY""), e);
        }

        // display settings frame on first start
        if (Settings.isFirstStart()) {
            settingsFrame.setVisible(true);
            settingsFrame.toFront();
            settingsFrame.repaint();
            settingsFrame.requestFocus();
        }
    }"
davmail-4.5.1,davmail.util.StringUtil,replaceToken,,14,32,9,3,0.2857,0.1843,0,7,4,0,1,"/**
     * Return the sub string between startDelimiter and endDelimiter with newToken.
     *
     * @param value          String value
     * @param startDelimiter start delimiter
     * @param endDelimiter   end delimiter
     * @param newToken       new token value
     * @return token value
     */
    public static String replaceToken(String value, String startDelimiter, String endDelimiter, String newToken) {
        String result = null;
        if (value != null) {
            int startIndex = value.indexOf(startDelimiter);
            if (startIndex >= 0) {
                startIndex += startDelimiter.length();
                int endIndex = value.indexOf(endDelimiter, startIndex);
                if (endIndex >= 0) {
                    result = value.substring(0, startIndex) + newToken + value.substring(endIndex);
                }
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,join,,14,64,50,7,0.1538,0.0889,0,4,5,0,1,"/**
     * Join values with given separator.
     *
     * @param values    value set
     * @param separator separator
     * @return joined values
     */
    public static String join(Set<String> values, String separator) {
        if (values != null && !values.isEmpty()) {
            StringBuilder result = new StringBuilder();
            for (String value : values) {
                if (result.length() > 0) {
                    result.append(separator);
                }
                result.append(value);
            }
            return result.toString();
        } else {
            return null;
        }
    }"
davmail-4.5.1,davmail.util.StringUtil,xmlEncode,,9,14,7,3,0.2857,0.1833,1,3,3,0,1,"/**
     * Xml encode content.
     *
     * @param name decoded name
     * @return name encoded name
     */
    public static String xmlEncode(String name) {
        String result = name;
        if (result != null) {
            for (PatternMap patternMap : XML_ENCODE_PATTERNS) {
                result = patternMap.replaceAll(result);
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,xmlEncodeAttribute,,15,19,0,3,0.2364,0.4074,0,2,5,0,1,"/**
     * Xml encode inside attribute.
     *
     * @param name decoded name
     * @return name encoded name
     */
    public static String xmlEncodeAttribute(String name) {
        String result = xmlEncode(name);
        if (result != null) {
            if (result.indexOf('""') >= 0) {
                result = QUOTE_PATTERN.matcher(result).replaceAll(""&#x22;"");
            }
            if (result.indexOf('\r') >= 0) {
                result = CR_PATTERN.matcher(result).replaceAll(""&#x0D;"");
            }
            if (result.indexOf('\n') >= 0) {
                result = LF_PATTERN.matcher(result).replaceAll(""&#x0A;"");
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,xmlDecode,,9,14,7,3,0.2857,0.1833,1,3,3,0,1,"/**
     * Need to decode xml for iCal
     *
     * @param name encoded name
     * @return name decoded name
     */
    public static String xmlDecode(String name) {
        String result = name;
        if (result != null) {
            for (PatternMap patternMap : XML_DECODE_PATTERNS) {
                result = patternMap.replaceAll(result);
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,base64ToHex,,7,11,7,3,0.2917,0.125,0,2,2,0,1,"/**
     * Convert base64 value to hex.
     *
     * @param value base64 value
     * @return hex value
     */
    public static String base64ToHex(String value) throws UnsupportedEncodingException {
        String hexValue = null;
        if (value != null) {
            hexValue = new String(Hex.encodeHex(Base64.decodeBase64(value.getBytes(""UTF-8""))));
        }
        return hexValue;
    }"
davmail-4.5.1,davmail.util.StringUtil,hexToBase64,,7,11,7,3,0.2917,0.125,0,2,2,0,1,"/**
     * Convert hex value to base64.
     *
     * @param value hex value
     * @return base64 value
     * @throws DecoderException on error
     */
    public static String hexToBase64(String value) throws DecoderException, UnsupportedEncodingException {
        String base64Value = null;
        if (value != null) {
            base64Value = new String(Base64.encodeBase64(Hex.decodeHex(value.toCharArray())), ""UTF-8"");
        }
        return base64Value;
    }"
davmail-4.5.1,davmail.util.StringUtil,encodeUrlcompname,,9,14,7,3,0.2857,0.1833,1,3,3,0,1,"/**
     * Encode item name to get actual value stored in urlcompname MAPI property.
     *
     * @param value decoded value
     * @return urlcompname encoded value
     */
    public static String encodeUrlcompname(String value) {
        String result = value;
        if (result != null) {
            for (PatternMap patternMap : URLENCODE_PATTERNS) {
                result = patternMap.replaceAll(result);
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,decodeUrlcompname,,9,14,7,3,0.2857,0.1833,1,3,3,0,1,"/**
     * Decode urlcompname to get item name.
     *
     * @param urlcompname encoded value
     * @return decoded value
     */
    public static String decodeUrlcompname(String urlcompname) {
        String result = urlcompname;
        if (result != null) {
            for (PatternMap patternMap : URLENCODED_PATTERNS) {
                result = patternMap.replaceAll(result);
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,encodePlusSign,,7,9,3,3,0.3333,0.2381,0,2,2,0,1,"/**
     * Urlencode plus sign in encoded href.
     * '+' is decoded as ' ' by URIUtil.decode, the workaround is to force urlencoding to '%2B' first
     *
     * @param value encoded href
     * @return encoded href
     */
    public static String encodePlusSign(String value) {
        String result = value;
        if (result.indexOf('+') >= 0) {
            result = PLUS_PATTERN.matcher(result).replaceAll(""%2B"");
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,base64ToUrl,,12,15,0,3,0.2778,0.3714,0,2,4,0,1,"/**
     * Encode EWS base64 itemId to url compatible value.
     *
     * @param value base64 value
     * @return url compatible value
     */
    public static String base64ToUrl(String value) {
        String result = value;
        if (result != null) {
            if (result.indexOf('+') >= 0) {
                result = PLUS_PATTERN.matcher(result).replaceAll(""-"");
            }
            if (result.indexOf('/') >= 0) {
                result = SLASH_PATTERN.matcher(result).replaceAll(""_"");
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,urlToBase64,,10,13,0,3,0.2813,0.3148,0,2,3,0,1,"/**
     * Encode EWS url compatible itemId back to base64 value.
     *
     * @param value url compatible value
     * @return base64 value
     */
    public static String urlToBase64(String value) {
        String result = value;
        if (result.indexOf('-') >= 0) {
            result = DASH_PATTERN.matcher(result).replaceAll(""+"");
        }
        if (result.indexOf('_') >= 0) {
            result = UNDERSCORE_PATTERN.matcher(result).replaceAll(""/"");
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,davSearchEncode,,7,9,3,3,0.3333,0.2381,0,2,2,0,1,"/**
     * Encode quotes in Dav search parameter.
     *
     * @param value search parameter
     * @return escaped value
     */
    public static String davSearchEncode(String value) {
        String result = value;
        if (result.indexOf('\'') >= 0) {
            result = APOS_PATTERN.matcher(result).replaceAll(""''"");
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,convertZuluDateTimeToAllDay,,17,52,38,4,0.1905,0.0723,0,6,4,0,1,"/**
     * Get allday date value from zulu timestamp.
     *
     * @param value zulu datetime
     * @return yyyyMMdd allday date value
     */
    public static String convertZuluDateTimeToAllDay(String value) {
        String result = value;
        if (value != null && value.length() != 8) {
            // try to convert datetime value to date value
            try {
                Calendar calendar = Calendar.getInstance();
                SimpleDateFormat dateParser = new SimpleDateFormat(""yyyyMMdd'T'HHmmss'Z'"");
                calendar.setTime(dateParser.parse(value));
                calendar.add(Calendar.HOUR_OF_DAY, 12);
                SimpleDateFormat dateFormatter = new SimpleDateFormat(""yyyyMMdd"");
                result = dateFormatter.format(calendar.getTime());
            } catch (ParseException e) {
                // ignore
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.StringUtil,removeQuotes,,12,15,0,3,0.4444,0.5143,0,2,8,0,1,"/**
     * Remove quotes if present on value.
     *
     * @param value input value
     * @return unquoted string
     */
    public static String removeQuotes(String value) {
        String result = value;
        if (result != null) {
            if (result.startsWith(""\"""") || result.startsWith(""{"") || result.startsWith(""("")) {
                result = result.substring(1);
            }
            if (result.endsWith(""\"""") || result.endsWith(""}"") || result.endsWith("")"")) {
                result = result.substring(0, result.length() - 1);
            }
        }
        return result;
    }"
davmail-4.5.1,davmail.util.IOUtil,write,,7,10,5,3,0.3333,0.131,0,4,2,0,1,"/**
     * Write all inputstream content to outputstream.
     *
     * @param inputStream  input stream
     * @param outputStream output stream
     * @throws IOException on error
     */
    public static void write(InputStream inputStream, OutputStream outputStream) throws IOException {
        byte[] bytes = new byte[8192];
        int length;
        while ((length = inputStream.read(bytes)) > 0) {
            outputStream.write(bytes, 0, length);
        }
    }"
davmail-4.5.1,davmail.util.IOUtil,resizeImage,,10,28,20,4,0.2222,0.0889,0,5,2,0,1,"/**
     * Resize image bytes to a max width or height image size.
     *
     * @param inputBytes input image bytes
     * @param max        max size
     * @return scaled image bytes
     * @throws IOException on error
     */
    public static byte[] resizeImage(byte[] inputBytes, int max) throws IOException {
        BufferedImage inputImage = ImageIO.read(new ByteArrayInputStream(inputBytes));
        if (inputImage == null) {
            throw new IOException(""Unable to decode image data"");
        }
        BufferedImage outputImage = resizeImage(inputImage, max);
        ByteArrayOutputStream baos = new ByteArrayOutputStream();
        ImageIO.write(outputImage, ""jpg"", baos);
        return baos.toByteArray();
    }"
davmail-4.5.1,davmail.util.IOUtil,resizeImage,,19,75,30,3,0.25,0.1171,0,8,4,0,1,"/**
     * Resize image to a max width or height image size.
     *
     * @param inputImage input image
     * @param max        max size
     * @return scaled image
     */
    public static BufferedImage resizeImage(BufferedImage inputImage, int max) {
        int width = inputImage.getWidth();
        int height = inputImage.getHeight();
        int targetWidth;
        int targetHeight;
        if (width <= max && height <= max) {
            return inputImage;
        } else if (width > height) {
            targetWidth = max;
            targetHeight = targetWidth * height / width;
        } else {
            targetHeight = max;
            targetWidth = targetHeight * width / height;
        }
        Image scaledImage = inputImage.getScaledInstance(targetWidth, targetHeight, Image.SCALE_SMOOTH);
        BufferedImage targetImage = new BufferedImage(targetWidth, targetHeight, BufferedImage.TYPE_INT_RGB);
        targetImage.getGraphics().drawImage(scaledImage, 0, 0, null);
        return targetImage;
    }"
davmail-4.5.1,davmail.util.IOUtil,readFully,,9,20,12,3,0.3125,0.1296,0,4,2,0,1,"/**
     * Read all inputStream content to a byte array.
     *
     * @param inputStream input stream
     * @return content as byte array
     * @throws IOException on error
     */
    public static byte[] readFully(InputStream inputStream) throws IOException {
        ByteArrayOutputStream baos = new ByteArrayOutputStream();
        byte[] bytes = new byte[8192];
        int length;
        while ((length = inputStream.read(bytes)) > 0) {
            baos.write(bytes, 0, length);
        }
        return baos.toByteArray();
    }"
davmail-4.5.1,davmail.web.DavGatewayServletContextListener,contextInitialized,,19,48,30,4,0.2083,0.1717,0.8,4,4,0,1,"public void contextInitialized(ServletContextEvent event) {
        InputStream settingInputStream = null;
        try {
            settingInputStream = DavGatewayServletContextListener.class.getClassLoader().getResourceAsStream(""davmail.properties"");
            Settings.load(settingInputStream);
            DavGateway.start();
        } catch (IOException e) {
            DavGatewayTray.error(new BundleMessage(""LOG_ERROR_LOADING_SETTINGS""), e);
        } finally {
            if (settingInputStream != null) {
                try {
                    settingInputStream.close();
                } catch (IOException e) {
                    DavGatewayTray.debug(new BundleMessage(""LOG_ERROR_CLOSING_CONFIG_FILE""), e);
                }
            }
        }
        DavGatewayTray.debug(new BundleMessage(""LOG_DAVMAIL_STARTED""));
    }"
fckeditor-2.6,net.fckeditor.FCKeditor,escapeXml,,40,54,30,2,0.25,0.2933,1,5,8,0,1,"/**
	 * Escapes base XML entities as specified <a
	 * href=""http://en.wikipedia.org/wiki/Xml#Entity_references"">here</a>.
	 * 
	 * @param str
	 *            string to escape, empty strings will be ignored
	 * @return escaped string
	 */
	private String escapeXml(String str) {

		if (Utils.isEmpty(str))
			return str;

		StringBuffer sb = new StringBuffer();

		int len = str.length();
		char c;

		for (int i = 0; i < len; i++) {

			c = str.charAt(i);
			switch (c) {
			case '&':
				sb.append(""&amp;"");
				break;
			case '<':
				sb.append(""&lt;"");
				break;
			case '>':
				sb.append(""&gt;"");
				break;
			case '""':
				sb.append(""&quot;"");
				break;
			// XML actually defines &apos; as entity for the apostrophe but we
			// user rather the numerical reference to avoid XHTML 1.0 validation
			// problems
			case '\'':
				sb.append(""&#39;"");
				break;
			default:
				sb.append(c);
				break;
			}
		}

		return sb.toString();
	}"
